BKMLJIHP_00010	GH51
GPKOOJOD_00452	GH10
GPKOOJOD_00483	GH2
GPKOOJOD_00489	GH2
GPKOOJOD_00492	GH2
GPKOOJOD_00513	GH29
GPKOOJOD_00522	GH115
GPKOOJOD_00524	GH97
GPKOOJOD_00525	GH66
GPKOOJOD_00553	GT5
GPKOOJOD_00557	GH76
GPKOOJOD_00583	PL11
GPKOOJOD_00584	GH20
GPKOOJOD_00617	GH16
GPKOOJOD_00626	GH43_1
GPKOOJOD_00666	GH51
GPKOOJOD_00675	GT51
GPKOOJOD_00691	GH128
GPKOOJOD_00692	GH43_19
GPKOOJOD_00693	GT51
GPKOOJOD_00718	GH25
GPKOOJOD_00727	GH43_7-CBM13
GPKOOJOD_00729	GH43_29-CBM48-CE1
GPKOOJOD_00739	GT2
GPKOOJOD_00749	PL11
GPKOOJOD_00773	GH13
GPKOOJOD_00795	GT2
GPKOOJOD_00835	GH146
GPKOOJOD_00842	GH16_3
GPKOOJOD_00909	GT2
GPKOOJOD_00927	GH97
GPKOOJOD_00954	GH43_24
GPKOOJOD_00961	GH29
GPKOOJOD_00963	GH128
GPKOOJOD_00992	GT2
GPKOOJOD_01068	GH43_18-GH97
GPKOOJOD_01071	GH95
GPKOOJOD_01093	CE1
GPKOOJOD_01104	GH10
GPKOOJOD_01108	GH29-GH97
GPKOOJOD_01128	PL11
GPKOOJOD_01182	GH125
GPKOOJOD_01238	GH109
GPKOOJOD_01245	GH115
GPKOOJOD_01246	GH98
GPKOOJOD_01247	GH98-CBM35
GPKOOJOD_01248	GT83
GPKOOJOD_01249	GT2
GPKOOJOD_01251	GH43_34-CBM32
GPKOOJOD_01253	GH31
GPKOOJOD_01261	GT35
GPKOOJOD_01282	GH2
GPKOOJOD_01317	GH84
GPKOOJOD_01326	GH36
GPKOOJOD_01329	GH43_3
GPKOOJOD_01334	GH31
GPKOOJOD_01346	GT2
GPKOOJOD_01394	GH2
GPKOOJOD_01411	GT4
GPKOOJOD_01439	GH108
GPKOOJOD_01469	GH23
GPKOOJOD_01479	GH43_10
GPKOOJOD_01504	GH43_19
GPKOOJOD_01523	GH73-CBM50-CBM50
GPKOOJOD_01524	GH43_29-CBM6
GPKOOJOD_01525	GH43_29
GPKOOJOD_01527	GH33
GPKOOJOD_01528	GT2
GPKOOJOD_01539	GT4
GPKOOJOD_01544	GT2
GPKOOJOD_01622	GH43_5
GPKOOJOD_01625	GH36
GPKOOJOD_01627	GH38-CBM32
GPKOOJOD_01685	GH31-CBM32-DOC
GPKOOJOD_01691	GH133
GPKOOJOD_01692	GT4
GPKOOJOD_01693	GH57
GPKOOJOD_01694	GH43_24
GPKOOJOD_01716	GH13_14
GPKOOJOD_01733	GH2
GPKOOJOD_01756	GH89
GPKOOJOD_01757	GH92
GPKOOJOD_01790	GH92
GPKOOJOD_01819	CE6
GPKOOJOD_01826	GT4
GPKOOJOD_01829	GH105
GPKOOJOD_01862	GH20
GPKOOJOD_01863	GH20
GPKOOJOD_01911	CE12
GPKOOJOD_01913	GH51
GPKOOJOD_01919	GH29
GPKOOJOD_01924	GT2
GPKOOJOD_01945	GT2
GPKOOJOD_01982	GT2
GPKOOJOD_02002	GT2
GPKOOJOD_02017	GT2
GPKOOJOD_02018	GT2
GPKOOJOD_02036	GT4
GPKOOJOD_02039	GH154
GPKOOJOD_02070	GH2
GPKOOJOD_00009	GH43_35
GPKOOJOD_00023	GT30
GPKOOJOD_00180	GH2-CBM32
GPKOOJOD_00221	GT28
GPKOOJOD_00296	GH51
GPKOOJOD_00309	GH53
GPKOOJOD_00310	CBM20-CBM20-GH77
GPKOOJOD_00335	GH43_24
GPKOOJOD_00425	GH31
GPKOOJOD_00608	GT2
GPKOOJOD_00627	GH67
GPKOOJOD_00629	GH43_29-CBM6
GPKOOJOD_00657	GH31
GPKOOJOD_00728	GH43_2-CBM6-GH8
GPKOOJOD_00756	GH27
GPKOOJOD_00781	GH127
GPKOOJOD_00836	GH27-CBM51
GPKOOJOD_00853	CBM50
GPKOOJOD_00959	GH43_33
GPKOOJOD_01106	GH27-CBM35
GPKOOJOD_01252	GH43_10
GPKOOJOD_01260	GT3
GPKOOJOD_01283	GH35
GPKOOJOD_01391	GH29
GPKOOJOD_01417	GT2
GPKOOJOD_01418	GT2
GPKOOJOD_01490	GH78
GPKOOJOD_01514	GH10-CBM48-CE1
GPKOOJOD_01546	GT2
GPKOOJOD_01547	GT4
GPKOOJOD_01548	GT4
GPKOOJOD_01623	GH2
GPKOOJOD_01629	GH3
GPKOOJOD_01715	GH13
GPKOOJOD_01806	GH13_38
GPKOOJOD_01841	GH43_29-CBM6
GPKOOJOD_01962	GH43_19-GH43_34
GPKOOJOD_01995	CE4
BCLIDMGN_00051	CBM62
BCLIDMGN_00063	GH43_31
BCLIDMGN_00134	GT2
BCLIDMGN_00136	GT2
BCLIDMGN_00137	GT4
BCLIDMGN_00143	GT2
BCLIDMGN_00209	GH125
BCLIDMGN_00210	GH92
BCLIDMGN_00241	GT2
BCLIDMGN_00242	GT2
BCLIDMGN_00263	GH43_3
BCLIDMGN_00272	CBM62-DOC
BCLIDMGN_00301	GH32
BCLIDMGN_00303	GH32
BCLIDMGN_00328	GT28
BCLIDMGN_00337	GH16_3
BCLIDMGN_00362	GH78
BCLIDMGN_00363	GH13_8
BCLIDMGN_00366	GT51
BCLIDMGN_00378	GH2-CBM32
BCLIDMGN_00407	GH36
BCLIDMGN_00409	GT2
BCLIDMGN_00417	GH30_3
BCLIDMGN_00482	GT19
BCLIDMGN_00487	GH2
BCLIDMGN_00544	CBM62
BCLIDMGN_00593	GH25
BCLIDMGN_00606	GT2
BCLIDMGN_00608	GT2
BCLIDMGN_00626	GT5
BCLIDMGN_00685	CBM66-GH51
BCLIDMGN_00699	GH76-CBM6-CBM32
BCLIDMGN_00701	GT100
BCLIDMGN_00702	GT4
BCLIDMGN_00706	GH2
BCLIDMGN_00731	GH115
BCLIDMGN_00739	GH92
BCLIDMGN_00772	GH20
BCLIDMGN_00773	GH43_31
BCLIDMGN_00792	GT2
BCLIDMGN_00818	GH92
BCLIDMGN_00819	GH92
BCLIDMGN_00862	GH43_34
BCLIDMGN_00910	GH16_3
BCLIDMGN_00920	GH133
BCLIDMGN_00921	GT4
BCLIDMGN_00923	GH57
BCLIDMGN_00929	GH23
BCLIDMGN_00967	GH25
BCLIDMGN_00976	CE7
BCLIDMGN_00977	GH130
BCLIDMGN_00978	GH26
BCLIDMGN_01005	GT28
BCLIDMGN_01034	GH27
BCLIDMGN_01071	GH27
BCLIDMGN_01111	GH106
BCLIDMGN_01117	GH78
BCLIDMGN_01146	GH29
BCLIDMGN_01148	CBM9
BCLIDMGN_01159	GH115
BCLIDMGN_01174	GH3
BCLIDMGN_01192	GH23-CBM50
BCLIDMGN_01231	GH43_8
BCLIDMGN_01262	GH77
BCLIDMGN_01271	CE11
BCLIDMGN_01275	GT51
BCLIDMGN_01375	GH97
BCLIDMGN_01405	GT2
BCLIDMGN_01406	GT4
BCLIDMGN_01407	GT4
BCLIDMGN_01423	GH92
BCLIDMGN_01441	GH163
BCLIDMGN_01472	GT2
BCLIDMGN_01534	GH28
BCLIDMGN_01571	GH76
BCLIDMGN_01575	GT4
BCLIDMGN_01580	GT4
BCLIDMGN_01626	GT35
BCLIDMGN_01637	GT2
BCLIDMGN_01639	GT2
BCLIDMGN_01736	GT51
BCLIDMGN_01757	GH146
BCLIDMGN_01860	GT2
BCLIDMGN_01899	GT2
BCLIDMGN_01907	GT2
BCLIDMGN_01941	GT2
BCLIDMGN_01975	GT2
BCLIDMGN_01978	GH78
BCLIDMGN_01979	GH92
BCLIDMGN_00138	GT2
BCLIDMGN_00139	GT6
BCLIDMGN_00152	GT2
BCLIDMGN_00308	CE1
BCLIDMGN_00542	GH13
BCLIDMGN_00549	GH73-CBM50
BCLIDMGN_00754	GT2
BCLIDMGN_00764	GH2
BCLIDMGN_01096	GH13_38
BCLIDMGN_01109	CE4
BCLIDMGN_01373	GH92
BCLIDMGN_01435	CBM50
BCLIDMGN_01514	GT3
BCLIDMGN_01547	GT30
BCLIDMGN_01574	GT4
BCLIDMGN_01670	GH105
BCLIDMGN_01795	GT2
OKLMCDPA_00007	CBM32
OKLMCDPA_00039	GH2
OKLMCDPA_00098	GT2
OKLMCDPA_00111	GT2
OKLMCDPA_00116	GH28
OKLMCDPA_00139	GT2
OKLMCDPA_00141	GH163
OKLMCDPA_00155	CBM32
OKLMCDPA_00159	GH2
OKLMCDPA_00172	GT2
OKLMCDPA_00224	GH133
OKLMCDPA_00225	GT4
OKLMCDPA_00226	GH57
OKLMCDPA_00247	GT2
OKLMCDPA_00277	GH36
OKLMCDPA_00279	CE9
OKLMCDPA_00281	GH2
OKLMCDPA_00286	GH94
OKLMCDPA_00291	GH5_4
OKLMCDPA_00294	GH5_4
OKLMCDPA_00304	GT2
OKLMCDPA_00322	GH109
OKLMCDPA_00357	GH25
OKLMCDPA_00385	GT35
OKLMCDPA_00393	GH33
OKLMCDPA_00398	GH33
OKLMCDPA_00428	GH20
OKLMCDPA_00486	GT51
OKLMCDPA_00651	GT51
OKLMCDPA_00689	GH31-CBM32-DOC
OKLMCDPA_00747	GH16
OKLMCDPA_00753	GT2
OKLMCDPA_00836	GH95
OKLMCDPA_00921	GH92
OKLMCDPA_00929	GH92
OKLMCDPA_00930	GH92
OKLMCDPA_00950	GH89
OKLMCDPA_00982	GT2
OKLMCDPA_00989	GH125
OKLMCDPA_01044	GT2
OKLMCDPA_01079	GH20
OKLMCDPA_01103	GH2
OKLMCDPA_01134	GH20
OKLMCDPA_01150	GH31
OKLMCDPA_01151	GH31
OKLMCDPA_01161	GH2
OKLMCDPA_01170	GH33
OKLMCDPA_01186	GH123
OKLMCDPA_01232	GH85
OKLMCDPA_01242	GT51
OKLMCDPA_01265	GH84
OKLMCDPA_01266	GH84
OKLMCDPA_01365	GT30
OKLMCDPA_01367	GH77
OKLMCDPA_01398	GH32
OKLMCDPA_01420	GH13
OKLMCDPA_01424	GH77
OKLMCDPA_01471	GH97
OKLMCDPA_01477	GH20
OKLMCDPA_01500	GH13_8
OKLMCDPA_01512	GH130
OKLMCDPA_01519	GH3
OKLMCDPA_01520	GH3
OKLMCDPA_01543	GH123
OKLMCDPA_01587	GH2
OKLMCDPA_01636	GH20
OKLMCDPA_00104	GT4
OKLMCDPA_00205	CBM50
OKLMCDPA_00285	GH3
OKLMCDPA_00746	GH29
OKLMCDPA_00920	GH29
OKLMCDPA_00926	GH3
OKLMCDPA_00933	GT4
OKLMCDPA_00938	GT4
OKLMCDPA_00944	GT28
OKLMCDPA_01167	GH31
OKLMCDPA_01190	GT5
OKLMCDPA_01403	GH32
OKLMCDPA_01423	GH97
OKLMCDPA_00384	GT3
OKLMCDPA_00422	GT2
OKLMCDPA_00483	CE11
FDLDGOMF_00001	GH5_4
FDLDGOMF_00003	GH89
FDLDGOMF_00021	GH13
FDLDGOMF_00022	GH13
FDLDGOMF_00023	GH13_14
FDLDGOMF_00025	GH97
FDLDGOMF_00062	GH5_4
FDLDGOMF_00063	GH130
FDLDGOMF_00064	CE7
FDLDGOMF_00081	GH2
FDLDGOMF_00089	GT2
FDLDGOMF_00131	GT2
FDLDGOMF_00140	GT51
FDLDGOMF_00165	GT2
FDLDGOMF_00166	GT2
FDLDGOMF_00169	GT2
FDLDGOMF_00191	GT51
FDLDGOMF_00198	GH115
FDLDGOMF_00208	GT2
FDLDGOMF_00218	CE4
FDLDGOMF_00245	CE11
FDLDGOMF_00261	GT2
FDLDGOMF_00289	GH9
FDLDGOMF_00293	GH106
FDLDGOMF_00298	GH2
FDLDGOMF_00316	CE8
FDLDGOMF_00319	GH3
FDLDGOMF_00320	GH3
FDLDGOMF_00338	GH133
FDLDGOMF_00339	GT4
FDLDGOMF_00340	GH57
FDLDGOMF_00370	GH3
FDLDGOMF_00374	GH25
FDLDGOMF_00388	PL11
FDLDGOMF_00392	CE6-CBM48-CE1
FDLDGOMF_00397	GH138
FDLDGOMF_00400	GH10
FDLDGOMF_00401	GH43_1
FDLDGOMF_00407	PL1
FDLDGOMF_00428	GH31
FDLDGOMF_00430	GH43
FDLDGOMF_00467	GH95
FDLDGOMF_00488	GT4
FDLDGOMF_00492	GT4
FDLDGOMF_00506	GH141
FDLDGOMF_00512	GT2
FDLDGOMF_00530	GH28
FDLDGOMF_00555	GH28
FDLDGOMF_00561	GH51
FDLDGOMF_00579	GH43_16-CBM6
FDLDGOMF_00651	GT5
FDLDGOMF_00656	GH97
FDLDGOMF_00699	CE1
FDLDGOMF_00769	GH127
FDLDGOMF_00805	GH127
FDLDGOMF_00806	GH127
FDLDGOMF_00808	GT51
FDLDGOMF_00814	GH2
FDLDGOMF_00815	GH2
FDLDGOMF_00816	GH154
FDLDGOMF_00817	GH43_19-GH43_34
FDLDGOMF_00818	GH10
FDLDGOMF_00824	CBM48-GH13_8
FDLDGOMF_00843	GT35
FDLDGOMF_00857	GT2
FDLDGOMF_00859	PL1
FDLDGOMF_00903	GH29
FDLDGOMF_00929	GH105
FDLDGOMF_00939	CE6
FDLDGOMF_00948	GT2
FDLDGOMF_00955	GT23
FDLDGOMF_00961	GT2
FDLDGOMF_00983	GH106
FDLDGOMF_00992	GH139
FDLDGOMF_01002	GH2-CBM32
FDLDGOMF_01050	GT2
FDLDGOMF_01149	GH35-CBM32
FDLDGOMF_01164	GH13
FDLDGOMF_01180	GH43_18-GH143-GH142
FDLDGOMF_01213	GT4
FDLDGOMF_01241	GH53
FDLDGOMF_01288	CE15
FDLDGOMF_01291	GH43_29-CBM6
FDLDGOMF_01304	GH23
FDLDGOMF_01322	GH8
FDLDGOMF_01323	GH43_2-CBM6-GH8
FDLDGOMF_01329	GH10-CBM48-CE1
FDLDGOMF_01374	GH2
FDLDGOMF_01378	GH105
FDLDGOMF_01397	CBM48-CE1
FDLDGOMF_01401	GT2
FDLDGOMF_01403	GH95
FDLDGOMF_01445	CE8
FDLDGOMF_01468	GH78
FDLDGOMF_01471	GT19
FDLDGOMF_01477	CBM57
FDLDGOMF_00026	CBM20-GH77
FDLDGOMF_00108	GT28
FDLDGOMF_00170	GT2
FDLDGOMF_00172	GT4
FDLDGOMF_00174	GT4
FDLDGOMF_00200	GT2
FDLDGOMF_00211	GH28
FDLDGOMF_00490	GT2
FDLDGOMF_00889	GH97
FDLDGOMF_00895	PL1
FDLDGOMF_00904	CE7
FDLDGOMF_01029	GT26
FDLDGOMF_01292	GT6
FDLDGOMF_01448	CBM50
BKKEJLFF_00039	GH10
BKKEJLFF_00040	GH43_1
BKKEJLFF_00041	GH2
BKKEJLFF_00042	CE12
BKKEJLFF_00082	GH43_4
BKKEJLFF_00098	CE8
BKKEJLFF_00120	GH2
BKKEJLFF_00136	GH53
BKKEJLFF_00159	PL11
BKKEJLFF_00167	PL1
BKKEJLFF_00173	GH32
BKKEJLFF_00177	GH78
BKKEJLFF_00179	GH2
BKKEJLFF_00180	GH141
BKKEJLFF_00228	CE11
BKKEJLFF_00230	GH30_5
BKKEJLFF_00241	GH51
BKKEJLFF_00259	GH25
BKKEJLFF_00401	CE4
BKKEJLFF_00419	GH10
BKKEJLFF_00420	GH43_12
BKKEJLFF_00422	GT2
BKKEJLFF_00444	GT5
BKKEJLFF_00461	GH95
BKKEJLFF_00492	PL26
BKKEJLFF_00493	GH145-PL11
BKKEJLFF_00509	CE12
BKKEJLFF_00515	PL11
BKKEJLFF_00516	GH43_19-GH43_34
BKKEJLFF_00517	CE12-CE12
BKKEJLFF_00518	GH115
BKKEJLFF_00536	GH141
BKKEJLFF_00537	GH31
BKKEJLFF_00540	PL1
BKKEJLFF_00548	PL1
BKKEJLFF_00551	GH10-CBM6
BKKEJLFF_00555	GH30_8
BKKEJLFF_00561	GT2
BKKEJLFF_00594	GH139
BKKEJLFF_00654	PL1
BKKEJLFF_00674	GT4
BKKEJLFF_00675	GT4
BKKEJLFF_00677	GT4
BKKEJLFF_00699	GH29
BKKEJLFF_00700	GH43
BKKEJLFF_00716	GH3
BKKEJLFF_00726	GH43_35
BKKEJLFF_00752	CBM13
BKKEJLFF_00786	GH95
BKKEJLFF_00810	GT4
BKKEJLFF_00817	GH3
BKKEJLFF_00819	GT51
BKKEJLFF_00835	GT2
BKKEJLFF_00859	GH23
BKKEJLFF_00899	GH133
BKKEJLFF_00900	GT4
BKKEJLFF_00901	GH57
BKKEJLFF_00915	GT2
BKKEJLFF_00932	GH43_29-CBM6-GH43_29
BKKEJLFF_00953	GT4
BKKEJLFF_00954	GT2
BKKEJLFF_00955	GT2
BKKEJLFF_00962	GH115
BKKEJLFF_00968	GH43_10
BKKEJLFF_00984	GT35
BKKEJLFF_00985	GH13
BKKEJLFF_00988	GH97
BKKEJLFF_01027	GH105-GH154
BKKEJLFF_01033	GH23
BKKEJLFF_01041	GH28-GH105
BKKEJLFF_01049	GH94
BKKEJLFF_01111	GH43_18-GH143-GH142
BKKEJLFF_01141	GH9
BKKEJLFF_01163	PL1
BKKEJLFF_01170	GH29
BKKEJLFF_01180	CE15
BKKEJLFF_01216	CE8
BKKEJLFF_01226	GH31
BKKEJLFF_01227	GH8
BKKEJLFF_01248	GH98-CBM35
BKKEJLFF_01250	CE1
BKKEJLFF_01251	GH115
BKKEJLFF_01270	GH137-GH2-CBM57
BKKEJLFF_01282	PL1
BKKEJLFF_01306	CE8-PL1
BKKEJLFF_01312	GH3
BKKEJLFF_01339	CE7
BKKEJLFF_01342	PL10
BKKEJLFF_01345	GH2
BKKEJLFF_01374	CE6
BKKEJLFF_01376	PL1
BKKEJLFF_01411	GH13
BKKEJLFF_01439	GH106
BKKEJLFF_01446	GH31
BKKEJLFF_01451	GH29
BKKEJLFF_01480	GH89
BKKEJLFF_01482	GH92
BKKEJLFF_01483	GH28-GH35-CBM32
BKKEJLFF_01487	GH92
BKKEJLFF_01518	GT2
BKKEJLFF_01519	GT2
BKKEJLFF_01526	GT4
BKKEJLFF_01543	GH5_4
BKKEJLFF_01544	GH26
BKKEJLFF_01548	GH130
BKKEJLFF_01549	GH5_4
BKKEJLFF_01608	GH51
BKKEJLFF_01628	GT2
BKKEJLFF_01704	GH2
BKKEJLFF_01707	GH3
BKKEJLFF_01765	GH2
BKKEJLFF_01799	GH43_7-CBM13
BKKEJLFF_01800	GH106
BKKEJLFF_01803	GT30
BKKEJLFF_01813	GT51
BKKEJLFF_01819	GT2
BKKEJLFF_01820	GH13_8
BKKEJLFF_01823	GH73-CBM50
BKKEJLFF_01881	CE1
BKKEJLFF_01882	GH2
BKKEJLFF_01897	GH105
BKKEJLFF_01916	GH13_38
BKKEJLFF_01922	GH43_16-CBM6
BKKEJLFF_01937	GH67
BKKEJLFF_01940	GH78
BKKEJLFF_01965	GH140
BKKEJLFF_01971	GH30_2
BKKEJLFF_01972	GH13
BKKEJLFF_02045	GT2
BKKEJLFF_02056	GH78
BKKEJLFF_02068	GH3
BKKEJLFF_02069	GH35
BKKEJLFF_00081	GH51
BKKEJLFF_00095	GH43_10
BKKEJLFF_00131	GH10-CBM48-CE1
BKKEJLFF_00165	GH97
BKKEJLFF_00176	GH138
BKKEJLFF_00181	GH127
BKKEJLFF_00380	GH23
BKKEJLFF_00418	GH97
BKKEJLFF_00490	PL1
BKKEJLFF_00491	GH105
BKKEJLFF_00519	GH2
BKKEJLFF_00531	GH115
BKKEJLFF_00534	GT2
BKKEJLFF_00580	GT9
BKKEJLFF_00678	GT2
BKKEJLFF_00680	GT2
BKKEJLFF_00728	GT2
BKKEJLFF_00781	GT2
BKKEJLFF_00782	GH10
BKKEJLFF_00788	GH31
BKKEJLFF_00805	GT2
BKKEJLFF_00822	GH28
BKKEJLFF_00906	CE8
BKKEJLFF_00975	GH32
BKKEJLFF_00983	GT3
BKKEJLFF_00986	GH13_14
BKKEJLFF_00989	CBM20-GH77
BKKEJLFF_01038	GT19
BKKEJLFF_01040	PL1
BKKEJLFF_01192	GH3
BKKEJLFF_01231	GH127
BKKEJLFF_01351	GT51
BKKEJLFF_01450	GH2
BKKEJLFF_01459	CBM50
BKKEJLFF_01512	GH55
BKKEJLFF_01545	CE7
BKKEJLFF_01595	GT28
BKKEJLFF_01692	GH29
BKKEJLFF_01696	GH25
BKKEJLFF_01706	GH36
BKKEJLFF_01764	GH2
BKKEJLFF_01784	GH78-GH33
BKKEJLFF_01808	CE6-CBM48-CE1
BKKEJLFF_01933	GH43_19
BKKEJLFF_01138	GT2
JLCECMBG_00001	GH5_4
JLCECMBG_00003	GH89
JLCECMBG_00051	GH13_14
JLCECMBG_00070	GH145-CE12
JLCECMBG_00097	GH73-CBM50-CBM50
JLCECMBG_00099	CE4
JLCECMBG_00139	GT4
JLCECMBG_00140	GT2
JLCECMBG_00141	GT2
JLCECMBG_00144	PL11
JLCECMBG_00154	GH78
JLCECMBG_00157	GT2
JLCECMBG_00164	GT2
JLCECMBG_00231	GH43_19-GH43_34
JLCECMBG_00232	GH154
JLCECMBG_00235	CE1
JLCECMBG_00261	GT2
JLCECMBG_00264	GT2
JLCECMBG_00276	GH28
JLCECMBG_00287	GH5_4
JLCECMBG_00288	GH130
JLCECMBG_00290	GH26
JLCECMBG_00365	GH23
JLCECMBG_00366	GH23
JLCECMBG_00399	GH10
JLCECMBG_00429	GH43_10
JLCECMBG_00432	GH43_12
JLCECMBG_00459	GH2-CBM57
JLCECMBG_00493	GT35
JLCECMBG_00512	CBM32
JLCECMBG_00542	GH115
JLCECMBG_00544	GT2
JLCECMBG_00560	GH13
JLCECMBG_00570	GH3
JLCECMBG_00626	GH43_2-GH8
JLCECMBG_00636	GH13_38
JLCECMBG_00668	GH97
JLCECMBG_00679	GH43_29-CBM6
JLCECMBG_00752	GH95
JLCECMBG_00766	GH28
JLCECMBG_00772	GT4
JLCECMBG_00787	GT30
JLCECMBG_00822	GH9
JLCECMBG_00855	GH97
JLCECMBG_00931	GH29
JLCECMBG_00935	GH95
JLCECMBG_01012	GT4
JLCECMBG_01021	GH23
JLCECMBG_01030	PL1
JLCECMBG_01033	GT4
JLCECMBG_01041	GH28
JLCECMBG_01051	GH139
JLCECMBG_01080	GT5
JLCECMBG_01169	GH43_29-CBM6
JLCECMBG_01238	GH43_1
JLCECMBG_01243	GH138
JLCECMBG_01286	GT2
JLCECMBG_01304	GH106
JLCECMBG_01311	CE15
JLCECMBG_01320	GH97
JLCECMBG_01329	GH67
JLCECMBG_01343	CBM48-CE1
JLCECMBG_01352	GH43_35
JLCECMBG_01366	GH105
JLCECMBG_01377	GT2
JLCECMBG_01388	GH33
JLCECMBG_01400	GH133
JLCECMBG_01401	GH13_8
JLCECMBG_01405	GH94
JLCECMBG_01446	CE1
JLCECMBG_01561	GT19
JLCECMBG_00052	GH13
JLCECMBG_00133	GT26
JLCECMBG_00161	GT28
JLCECMBG_00259	GH51
JLCECMBG_00345	CBM20-GH77
JLCECMBG_00413	GT2
JLCECMBG_00415	GT4
JLCECMBG_00435	GH28
JLCECMBG_00481	GH105
JLCECMBG_00683	GH5_38
JLCECMBG_00750	GH127
JLCECMBG_00837	CE7
JLCECMBG_01133	GT4
JLCECMBG_01422	CBM50
OFBLBOGK_00005	GT28
OFBLBOGK_00017	GH43_29-CBM6
OFBLBOGK_00094	GH97
OFBLBOGK_00151	GH95
OFBLBOGK_00167	GH73-CBM50-CBM50
OFBLBOGK_00180	GT32
OFBLBOGK_00182	GT2
OFBLBOGK_00184	GT2
OFBLBOGK_00185	GT4
OFBLBOGK_00191	GH25
OFBLBOGK_00211	GH77
OFBLBOGK_00212	GH97
OFBLBOGK_00214	GH13
OFBLBOGK_00249	GH127
OFBLBOGK_00250	GH97
OFBLBOGK_00251	GH43_34-CBM32
OFBLBOGK_00252	GH127
OFBLBOGK_00308	GT35
OFBLBOGK_00310	GT51
OFBLBOGK_00318	GH36
OFBLBOGK_00334	GH32
OFBLBOGK_00336	GH32
OFBLBOGK_00343	GH35-CBM32
OFBLBOGK_00441	GT2
OFBLBOGK_00454	GH106-GH30_5
OFBLBOGK_00455	GH28-GH105
OFBLBOGK_00457	GH2
OFBLBOGK_00458	PL11
OFBLBOGK_00482	GH2
OFBLBOGK_00522	GH23
OFBLBOGK_00540	GH10
OFBLBOGK_00548	GT2
OFBLBOGK_00576	GH5_4
OFBLBOGK_00579	GH2
OFBLBOGK_00588	GT4
OFBLBOGK_00589	GT2
OFBLBOGK_00620	GH9
OFBLBOGK_00651	CE11
OFBLBOGK_00785	GT26
OFBLBOGK_00795	GT4
OFBLBOGK_00804	GT2
OFBLBOGK_00805	GT2
OFBLBOGK_00807	GT4
OFBLBOGK_00853	GH29
OFBLBOGK_00860	GH94
OFBLBOGK_00871	CBM35
OFBLBOGK_00872	GH146
OFBLBOGK_00873	GH115
OFBLBOGK_00918	PL11
OFBLBOGK_00983	GT2
OFBLBOGK_00997	GH43_19
OFBLBOGK_01002	CE8
OFBLBOGK_01008	GH3
OFBLBOGK_01052	GH25
OFBLBOGK_01068	GH53
OFBLBOGK_01080	GH10
OFBLBOGK_01081	GH43_1
OFBLBOGK_01090	GH5_4
OFBLBOGK_01101	GH43_35
OFBLBOGK_01116	GH43_19-CE12-CE12
OFBLBOGK_01135	GH2
OFBLBOGK_01137	GH3
OFBLBOGK_01138	GH43_2-GH8
OFBLBOGK_01139	CE15
OFBLBOGK_01146	GT2
OFBLBOGK_01193	GT2
OFBLBOGK_01208	GH10-CBM48-CE1
OFBLBOGK_01237	GH5_4
OFBLBOGK_01239	GH130
OFBLBOGK_01240	GH26
OFBLBOGK_01313	GH23
OFBLBOGK_01314	GH23
OFBLBOGK_01315	CE4
OFBLBOGK_01363	GT2
OFBLBOGK_01374	GH115
OFBLBOGK_01404	GT2
OFBLBOGK_01405	GT2
OFBLBOGK_01414	GH5_21
OFBLBOGK_01440	GH2
OFBLBOGK_01454	CE1
OFBLBOGK_01455	GH31
OFBLBOGK_01463	GT4
OFBLBOGK_01477	GH30_8
OFBLBOGK_01496	GT51
OFBLBOGK_01499	GH154
OFBLBOGK_01523	GH43_10
OFBLBOGK_01579	GH163
OFBLBOGK_01649	GH28-GH105
OFBLBOGK_01651	GH133
OFBLBOGK_01652	GH57
OFBLBOGK_01681	GT5
OFBLBOGK_01744	GH115
OFBLBOGK_01755	PL1
OFBLBOGK_01768	GH89
OFBLBOGK_01771	GH92
OFBLBOGK_01825	GH97
OFBLBOGK_01840	GH30_2
OFBLBOGK_01846	GH29
OFBLBOGK_01849	GH2
OFBLBOGK_01855	GH43_29-CBM6
OFBLBOGK_01859	GH2
OFBLBOGK_00019	CE12
OFBLBOGK_00096	GT2
OFBLBOGK_00187	GT4
OFBLBOGK_00213	GH13_14
OFBLBOGK_00309	GT3
OFBLBOGK_00350	CBM50
OFBLBOGK_00367	GT9
OFBLBOGK_00370	GT30
OFBLBOGK_00384	CE6-CBM48-CE1
OFBLBOGK_00470	GH25
OFBLBOGK_00577	GH31
OFBLBOGK_00597	GT2
OFBLBOGK_00726	GH3
OFBLBOGK_00773	GT2
OFBLBOGK_01136	GH3
OFBLBOGK_01191	GH51
OFBLBOGK_01194	GT2
OFBLBOGK_01195	GT2
OFBLBOGK_01196	GT4
OFBLBOGK_01251	CE8
OFBLBOGK_01437	GH13_38
OFBLBOGK_01445	GH43_7-CBM13
OFBLBOGK_01446	GH31
OFBLBOGK_01457	GT2
OFBLBOGK_01473	PL1
OFBLBOGK_01500	GH105
OFBLBOGK_01750	GH13
OFBLBOGK_01783	GT19
OFBLBOGK_00880	GT2
LKAHPAEG_00002	GH13
LKAHPAEG_00071	GT35
LKAHPAEG_00083	GH77
LKAHPAEG_00164	GT51
LKAHPAEG_00255	GH77
LKAHPAEG_00267	GH2
LKAHPAEG_00311	CBM48-GH13_9
LKAHPAEG_00338	GT4
